,day,agg_lineitem_unblendedcost,agg_lineitem_usageamount,agg_lineitem_blendedcost,agg_pricing_publicondemandcost,agg_reservation_effectivecost,agg_reservation_amortizedupfrontfeeforbillingperiod,agg_reservation_amortizedupfrontcostforusage,agg_reservation_unusedamortizedupfrontfeeforbillingperiod,agg_reservation_unusednormalizedunitquantity,agg_reservation_recurringfeeforusage,agg_reservation_totalreservednormalizedunits,agg_reservation_unusedquantity,agg_reservation_unusedrecurringfee,agg_savingsplan_unusedamortizedupfrontcommitmentforbillingperiod,agg_savingsplan_totalcommitmenttodate,agg_savingsplan_savingsplaneffectivecost,agg_savingsplan_recurringcommitmentforbillingperiod,agg_savingsplan_amortizedcostforusage,agg_savingsplan_amortizedupfrontcommitmentforbillingperiod,bill_billingentity,bill_payeraccountid,lineitem_lineitemdescription,lineitem_lineitemtype,lineitem_operation,lineitem_usageaccountid,pricing_term,lineitem_usagetype,pricing_unit,pricing_purchaseoption,pricing_offeringclass,product_fromlocation,product_category,product_instancetype,product_instancefamily,product_operatingsystem,product_productfamily,product_productname,product_region,product_tolocation,reservation_endtime,reservation_starttime,reservation_reservationarn,reservation_modificationstatus,reservation_subscriptionid,savingsplan_endtime,savingsplan_starttime,savingsplan_savingsplanarn,savingsplan_region,savingsplan_purchaseterm,savingsplan_purchaseoption,savingsplan_paymentoption,savingsplan_instancetypefamily,reservation_duration,labels
53329,2022-01-01,9.75e-06,0.5849999999999999,9.75e-06,9.75e-06,,,,,,,,,,,,8.599499999999998e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,234846672237,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53342,2022-01-01,-1.58417e-05,0.9505001,-1.58417e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 558029655322 and UsageSku : 46GNEXAQAPS9YGE2,SavingsPlanNegation,Invoke,5581229655322,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53343,2022-01-01,-1.69063e-05,1.01437597,-1.69063e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 722156327775 and UsageSku : FSYUV9NMNDEXRJ5H,SavingsPlanNegation,Invoke,722156327775,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53356,2022-01-01,2.0000000000000002e-07,1.0,1.999e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Tokyo),SavingsPlanCoveredUsage,Invoke,8126114510715,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53359,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 103728328227 and UsageSku : VPGUBFQ4KNZKMKGJ,SavingsPlanNegation,Invoke,1123728328227,OnDemand,APS3-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53373,2022-01-01,0.0,6.0,0.0,0.2495999999999999,0.1079999999999999,,0.0,,,0.1079999999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.nano reserved instance applied",DiscountedUsage,RunInstances,5369129611767,Reserved,USW2-BoxUsage:t3.medium,Hrs,No Upfront,standard,,,t3.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/ec0f6ade-20e6-4516-8049-2f3637f79962,,4339009446.0,,,,,,No Upfront,,,,1
53411,2022-01-01,-1.10188e-05,0.6611266799999999,-1.10188e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 139911278523 and UsageSku : 46GNEXAQAPS9YGE2,SavingsPlanNegation,Invoke,139911278523,OnDemand,USW1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,us-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53413,2022-01-01,0.0,14.0,0.0,0.0966,0.0481319999999999,,0.0,,,0.0481319999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,4212092834673,Reserved,USW1-BoxUsage:t2.nano,Hrs,No Upfront,standard,,,t2.nano,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-1,,,,arn:aws:ec2:us-west-1:116462199383:reserved-instances/a69f520c-15c8-4913-8494-1eff2a8d0550,,6206463951.0,,,,,,No Upfront,,,,1
53419,2022-01-01,-0.8095999999999998,20.0,-0.8095999999999998,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 305505111814 and UsageSku : 8CESGAFWKAJ98PME,SavingsPlanNegation,FargateTask,3125505111814,OnDemand,USE1-Fargate-vCPU-Hours:perCPU,hours,,,,,,,,Compute,Amazon Elastic Container Service,us-east-1,,,,,,,2024-09-23T19:26:26.000Z,2021-09-24T19:26:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/9e3ef269-bd7f-4e04-8ec9-559b120dac6c,Any,3yr,NoUpfront,No Upfront,,,1
53430,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - South America (Sao Paulo),SavingsPlanCoveredUsage,Invoke,8579122222561,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53459,2022-01-01,1.23334e-05,0.7399999999999999,1.23334e-05,1.23334e-05,,,,,,,,,,,,1.11e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Paris),SavingsPlanCoveredUsage,Invoke,3121317452951,OnDemand,EUW3-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-west-3,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53465,2022-01-01,-1.68521e-05,1.01112398,-1.68521e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 069542894404 and UsageSku : SGGKTWDV7PGMPPSJ,SavingsPlanNegation,Invoke,1269542894404,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53491,2022-01-01,-0.0329577999999999,164789.0,-0.0329577999999999,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 590876682929 and UsageSku : GU2ZS9HVP6QTQ7KE,SavingsPlanNegation,Invoke,5912876682929,OnDemand,Request,Requests,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53510,2022-01-01,0.0,47.0,0.9958091442,11.75,7.548972680000001,,4.023972679999998,,,3.524999999999999,,,,,,,,,,AWS,116462199383,"Redshift, dc2.large reserved instance applied",DiscountedUsage,RunComputeNode:0001,174543674724,Reserved,USE2-Node:dc2.large,Hrs,Partial Upfront,standard,,,dc2.large,,,Compute Instance,Amazon Redshift,us-east-2,,,,arn:aws:redshift:us-east-2:116462199383:reserved-instances/041dd6a2-c9e6-4ad0-8176-b6165c10c7d2,,7184708631.0,,,,,,Partial Upfront,,,,1
53513,2022-01-01,1.01334e-05,0.6079999999999999,1.01334e-05,1.01334e-05,,,,,,,,,,,,9.12e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Frankfurt),SavingsPlanCoveredUsage,Invoke,184658154719,OnDemand,EUC1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53518,2022-01-01,0.0,48.0,0.0,9.600000000000003,4.7688,,0.0,,,4.7688,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m4.4xlarge reserved instance applied",DiscountedUsage,RunInstances,9517983425912,Reserved,USW2-BoxUsage:m4.xlarge,Hrs,No Upfront,convertible,,,m4.xlarge,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:116462199383:reserved-instances/2ed9ccf7-5f00-4ae2-80fb-cde879d358da,,2528403945.0,,,,,,No Upfront,,,,1
53527,2022-01-01,0.0,7.008333,0.0,0.672799968,0.27616336,,0.0,,,0.27616336,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m5.large reserved instance applied",DiscountedUsage,RunInstances,8212320248141,Reserved,BoxUsage:m5.large,Hrs,No Upfront,standard,,,m5.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-east-1,,,,arn:aws:ec2:us-east-1:116462199383:reserved-instances/f852f3cb-400e-4ef2-9ac6-ed0ae0f67aec,,5982316881.0,,,,,,No Upfront,,,,1
53531,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 452654321520 and UsageSku : 3BE8DYKG4FYSZGDW,SavingsPlanNegation,Invoke,4526543215212,OnDemand,APN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53532,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 784442882209 and UsageSku : 7TZ969MZND3Z6HD7,SavingsPlanNegation,Invoke,7844428822129,OnDemand,SAE1-Request,Request,,,,,,,,Serverless,AWS Lambda,sa-east-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53535,2022-01-01,-1.07334e-05,0.6440027099999999,-1.07334e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 207072478839 and UsageSku : SGGKTWDV7PGMPPSJ,SavingsPlanNegation,Invoke,2127072478839,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53544,2022-01-01,1.73271e-05,1.039625,1.73271e-05,1.73271e-05,,,,,,,,,,,,1.55944e-05,,0.0,,AWS,116462199383,USD 0.0000166667per Lambda-GB-Second for Lambda-GB-Second in Asia Pacific (Osaka),SavingsPlanCoveredUsage,Invoke,289641186732,OnDemand,APN3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-3,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53576,2022-01-01,-1.93245e-05,0.99012666,-1.93245e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 714643180550 and UsageSku : SWU8SVYB8U6S2RXR,SavingsPlanNegation,Invoke,7146431812550,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53588,2022-01-01,0.0,11.0,0.9876976747,1.287,0.7380999999999999,,0.0,,,0.7380999999999999,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), m4.large reserved instance applied",DiscountedUsage,RunInstances,623687983927,Reserved,USW1-BoxUsage:m4.large,Hrs,No Upfront,convertible,,,m4.large,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-1,,,,arn:aws:ec2:us-west-1:301213811993:reserved-instances/1b7a9405-d2a7-48ca-970e-e88b5494d1b8,,6394935356.0,,,,,,No Upfront,,,,1
53591,2022-01-01,-0.2063999999999999,12.0,-0.2063999999999999,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 618844936308 and UsageSku : 2B8Y8C26BWQHCSW8,SavingsPlanNegation,RunInstances:0002,6188449363128,OnDemand,EU-BoxUsage:t2.micro,Hrs,,,,,t2.micro,General purpose,Windows,Compute Instance,Amazon Elastic Compute Cloud,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53607,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US East (Northern Virginia),SavingsPlanCoveredUsage,Invoke,4574976125267,OnDemand,Request,Requests,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53624,2022-01-01,0.0027442700999999,164.65587499999998,0.0027442700999999,0.0027442700999999,,,,,,,,,,,,0.0024204412999999,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (London),SavingsPlanCoveredUsage,Invoke,963874769787,OnDemand,EUW2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53635,2022-01-01,1.57748e-05,0.80825,1.57748e-05,1.57748e-05,,,,,,,,,,,,1.42252e-05,,0.0,,AWS,116462199383,USD1.95172E-05 per seconds for Lambda-GB-Second in EU (Milan),SavingsPlanCoveredUsage,Invoke,8591236724346,OnDemand,EUS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,eu-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53637,2022-01-01,1.85225e-05,0.8962499999999999,1.85225e-05,1.85225e-05,,,,,,,,,,,,1.63118e-05,,0.0,,AWS,116462199383,USD2.06667E-5 per seconds for Lambda-GB-Second in Middle East (Bahrain),SavingsPlanCoveredUsage,Invoke,5851199123539,OnDemand,MES1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,me-south-1,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
53645,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 490520174804 and UsageSku : GU2ZS9HVP6QTQ7KE,SavingsPlanNegation,Invoke,4912520174804,OnDemand,Request,Requests,,,,,,,,Serverless,AWS Lambda,us-east-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53677,2022-01-01,-1.17854e-05,0.70712259,-1.17854e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 550260014610 and UsageSku : FSYUV9NMNDEXRJ5H,SavingsPlanNegation,Invoke,5512260014610,OnDemand,APN1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,ap-northeast-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53757,2022-01-01,1.55917e-05,0.9355,1.55917e-05,1.55917e-05,,,,,,,,,,,,1.37519e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - EU (Ireland),SavingsPlanCoveredUsage,Invoke,3412297847093,OnDemand,EU-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,eu-west-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53759,2022-01-01,0.0,8.0,0.0,0.3711999999999999,0.16681888,,0.16681888,,,0.0,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t2.nano reserved instance applied",DiscountedUsage,RunInstances,2112423683529,Reserved,BoxUsage:t2.medium,Hrs,All Upfront,convertible,,,t2.medium,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-east-1,,,,arn:aws:ec2:us-east-1:116462199383:reserved-instances/a4f5d142-a40d-4b94-8006-7b453fa1485a,,4240635884.0,,,,,,All Upfront,,,,1
53773,2022-01-01,1.34479e-05,0.806875,1.34479e-05,1.34479e-05,,,,,,,,,,,,1.18611e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - US West (Oregon),SavingsPlanCoveredUsage,Invoke,161819126738,OnDemand,USW2-Lambda-GB-Second,Second,,,,,,,,Serverless,AWS Lambda,us-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53796,2022-01-01,-2.55697e-05,1.157,-2.55697e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 914989121027 and UsageSku : Z6UGBG979PFHQNPH,SavingsPlanNegation,Invoke,9149891211227,OnDemand,AFS1-Lambda-GB-Second,seconds,,,,,,,,Serverless,AWS Lambda,af-south-1,,,,,,,2024-12-14T18:46:21.000Z,2021-12-15T18:46:22.000Z,arn:aws:savingsplans::116462199383:savingsplan/bde60d73-a966-4281-9d90-5373eadb4e54,Any,3yr,NoUpfront,No Upfront,,,1
53811,2022-01-01,0.0,13.0,0.0,0.1351999999999999,0.0671125,,0.0,,,0.0671125,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), t3.large reserved instance applied",DiscountedUsage,RunInstances,7961143124803,Reserved,USW2-BoxUsage:t3.micro,Hrs,No Upfront,convertible,,,t3.micro,General purpose,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:585460489129:reserved-instances/5aa0e0c4-04ac-48a0-9de2-992696d6ef87,,2788668358.0,,,,,,No Upfront,,,,1
53820,2022-01-01,1.42563e-05,0.855375,1.42563e-05,1.42563e-05,,,,,,,,,,,,1.2574e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Canada (Central),SavingsPlanCoveredUsage,Invoke,217982127343,OnDemand,CAN1-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ca-central-1,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53821,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - Asia Pacific (Sydney),SavingsPlanCoveredUsage,Invoke,3967264583122,OnDemand,APS2-Request,Request,,,,,,,,Serverless,AWS Lambda,ap-southeast-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53832,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - EU (Frankfurt),SavingsPlanCoveredUsage,Invoke,1216254878358,OnDemand,EUC1-Request,Request,,,,,,,,Serverless,AWS Lambda,eu-central-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53844,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 522629038668 and UsageSku : NDYBVXT3KB548Z2A,SavingsPlanNegation,Invoke,5226291238668,OnDemand,EUW2-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-west-2,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53849,2022-01-01,2.0000000000000002e-07,1.0,2.0000000000000002e-07,2.0000000000000002e-07,,,,,,,,,,,,2.0000000000000002e-07,,0.0,,AWS,116462199383,AWS Lambda - Total Requests - US East (Ohio),SavingsPlanCoveredUsage,Invoke,9151784181259,OnDemand,USE2-Request,Request,,,,,,,,Serverless,AWS Lambda,us-east-2,,,,,,,2024-11-29T13:09:26.000Z,2021-11-30T13:09:27.000Z,arn:aws:savingsplans::116462199383:savingsplan/371cbc1c-1e71-4dbe-9b09-7e18cac310b7,Any,3yr,NoUpfront,No Upfront,,,1
53862,2022-01-01,0.0,1.5,0.0,6.048,3.168,,0.0,,,3.168,,,,,,,,,,AWS,116462199383,"Linux/UNIX (Amazon VPC), r5.large reserved instance applied",DiscountedUsage,RunInstances,3121213811993,Reserved,USW2-BoxUsage:r5.16xlarge,Hrs,No Upfront,convertible,,,r5.16xlarge,Memory optimized,Linux,Compute Instance,Amazon Elastic Compute Cloud,us-west-2,,,,arn:aws:ec2:us-west-2:301213811993:reserved-instances/f72bd6da-d262-49fe-8b79-2e64ee08224c,,5297398398.0,,,,,,No Upfront,,,,1
53899,2022-01-01,-1.53188e-05,0.91912616,-1.53188e-05,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 527606550208 and UsageSku : PHDF9YNAFR3HDSR8,SavingsPlanNegation,Invoke,5276126550208,OnDemand,APS3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53911,2022-01-01,1.09396e-05,0.656375,1.09396e-05,1.09396e-05,,,,,,,,,,,,9.6487e-06,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Mumbai),SavingsPlanCoveredUsage,Invoke,726167786729,OnDemand,APS3-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-south-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53914,2022-01-01,-2.0000000000000002e-07,1.0,-2.0000000000000002e-07,0.0,,,,,,,,,,,,,,,,AWS,116462199383,SavingsPlanNegation used by AccountId : 562304404647 and UsageSku : KERWZD8CJ22SEZWT,SavingsPlanNegation,Invoke,5623124404647,OnDemand,EUN1-Request,Requests,,,,,,,,Serverless,AWS Lambda,eu-north-1,,,,,,,2024-11-23T22:25:34.000Z,2021-11-24T22:25:35.000Z,arn:aws:savingsplans::116462199383:savingsplan/17e04504-aaf4-44fa-a436-98e562675772,Any,3yr,NoUpfront,No Upfront,,,1
53918,2022-01-01,1.51292e-05,0.90775,1.51292e-05,1.51292e-05,,,,,,,,,,,,1.33439e-05,,0.0,,AWS,116462199383,AWS Lambda - Total Compute - Asia Pacific (Seoul),SavingsPlanCoveredUsage,Invoke,715733684165,OnDemand,APN2-Lambda-GB-Second,Lambda-GB-Second,,,,,,,,Serverless,AWS Lambda,ap-northeast-2,,,,,,,2024-11-21T04:21:54.000Z,2021-11-22T04:21:55.000Z,arn:aws:savingsplans::116462199383:savingsplan/d7738762-ab10-4d7b-a691-e0f451150131,Any,3yr,NoUpfront,No Upfront,,,1
